Date,HomeTeam,AwayTeam,HS,AS,HST,AST,FTHG,FTAG,WRH,WRA,PH,PA,FTR
24/02/2019,Sassuolo,Spal,6,5,2,3,1,1,33,20,-1,-1,D
01/03/2019,Cagliari,Inter,12,19,5,7,2,1,27,48,-1,0,H
02/03/2019,Empoli,Parma,13,7,9,7,3,3,23,21,-1,-3,D
02/03/2019,Lazio,Roma,6,7,4,3,3,0,50,59,1,2,H
02/03/2019,Milan,Sassuolo,7,11,4,6,1,0,43,33,4,-3,H
03/03/2019,Atalanta,Fiorentina,17,7,10,4,3,1,37,42,1,0,H
03/03/2019,Genoa,Frosinone,10,3,6,0,0,0,31,17,1,-2,D
03/03/2019,Napoli,Juventus,13,4,5,3,1,2,63,77,1,4,A
03/03/2019,Spal,Sampdoria,8,14,2,10,1,2,20,34,-3,-1,A
03/03/2019,Torino,Chievo,9,9,6,5,3,0,34,25,3,-3,H
03/03/2019,Udinese,Bologna,11,11,6,9,2,1,28,25,0,-2,H
08/03/2019,Juventus,Udinese,15,4,6,2,4,1,77,28,5,0,H
09/03/2019,Chievo,Milan,5,9,1,3,1,2,25,43,-4,5,A
09/03/2019,Parma,Genoa,8,8,4,1,1,0,23,31,-2,0,H
10/03/2019,Bologna,Cagliari,17,7,8,6,2,0,26,27,-2,-1,H
10/03/2019,Fiorentina,Lazio,7,7,1,6,1,1,42,50,0,2,D
10/03/2019,Frosinone,Torino,9,10,5,7,1,2,16,35,-2,4,A
10/03/2019,Inter,Spal,10,2,4,1,2,0,49,20,2,-4,H
10/03/2019,Sampdoria,Atalanta,11,13,6,6,1,2,34,38,-1,1,A
10/03/2019,Sassuolo,Napoli,7,9,1,4,1,1,33,63,-3,0,D
11/03/2019,Roma,Empoli,7,4,2,2,2,1,59,23,3,-2,H
15/03/2019,Cagliari,Fiorentina,10,6,6,4,2,1,28,42,1,-1,H
16/03/2019,Sassuolo,Sampdoria,12,17,5,11,3,5,32,35,-3,1,A
16/03/2019,Spal,Roma,10,10,6,5,2,1,21,58,-2,1,H
16/03/2019,Torino,Bologna,16,8,7,6,2,3,35,26,2,-1,A
17/03/2019,Atalanta,Chievo,11,6,6,3,1,1,37,25,0,-3,D
17/03/2019,Empoli,Frosinone,8,9,5,3,2,1,23,16,0,-4,H
17/03/2019,Genoa,Juventus,10,3,5,0,2,0,31,76,1,3,H
17/03/2019,Lazio,Parma,14,4,8,2,4,1,50,22,2,-2,H
17/03/2019,Milan,Inter,9,10,7,6,2,3,43,49,3,2,A
17/03/2019,Napoli,Udinese,13,8,5,3,4,2,63,27,1,-1,H
29/03/2019,Chievo,Cagliari,10,9,8,3,0,3,25,28,-3,1,A
30/03/2019,Juventus,Empoli,14,3,6,0,1,0,76,23,3,-2,H
30/03/2019,Sampdoria,Milan,14,7,8,5,1,0,35,43,3,1,H
30/03/2019,Udinese,Genoa,12,15,5,6,2,0,28,31,1,-1,H
31/03/2019,Bologna,Sassuolo,11,5,8,4,2,1,27,32,1,-3,H
31/03/2019,Fiorentina,Torino,16,6,8,2,1,1,42,34,-2,2,D
31/03/2019,Frosinone,Spal,19,5,9,3,0,1,16,22,-4,0,A
31/03/2019,Inter,Lazio,11,6,6,5,0,1,49,51,0,2,A
31/03/2019,Parma,Atalanta,6,18,4,11,1,3,22,38,-2,2,A
31/03/2019,Roma,Napoli,11,12,5,10,1,4,58,63,-1,2,A
02/04/2019,Cagliari,Juventus,5,11,1,6,0,2,28,76,1,3,A
02/04/2019,Milan,Udinese,12,7,9,3,1,1,42,28,0,0,D
03/04/2019,Empoli,Napoli,13,11,9,5,2,1,24,63,0,0,H
03/04/2019,Frosinone,Parma,14,10,5,6,3,2,17,22,-2,-2,H
03/04/2019,Genoa,Inter,5,12,2,9,0,4,31,49,-2,1,A
03/04/2019,Roma,Fiorentina,12,10,6,5,2,2,58,41,-2,-2,D
03/04/2019,Spal,Lazio,8,9,4,5,1,0,23,50,1,2,H
03/04/2019,Torino,Sampdoria,14,6,6,3,2,1,35,35,2,1,H
04/04/2019,Atalanta,Bologna,12,8,6,4,4,1,38,27,4,1,H
04/04/2019,Sassuolo,Chievo,13,9,8,5,4,0,33,25,-2,-4,H
06/04/2019,Juventus,Milan,10,12,6,5,2,1,77,42,3,-2,H
06/04/2019,Parma,Torino,5,12,1,4,0,0,21,35,-2,1,D
06/04/2019,Sampdoria,Roma,10,9,2,5,0,1,35,58,-1,0,A
07/04/2019,Cagliari,Spal,14,5,11,2,2,1,29,23,1,1,H
07/04/2019,Fiorentina,Frosinone,14,6,5,3,0,1,41,18,-2,-1,A
07/04/2019,Inter,Atalanta,8,5,6,2,0,0,49,38,2,3,D
07/04/2019,Lazio,Sassuolo,18,3,7,2,2,2,50,32,1,-1,D
07/04/2019,Napoli,Genoa,19,12,10,7,1,1,63,31,1,-2,D
07/04/2019,Udinese,Empoli,14,12,6,6,3,2,28,24,0,-1,H
08/04/2019,Bologna,Chievo,14,4,11,2,3,0,27,25,3,-4,H
13/04/2019,Milan,Lazio,10,8,5,6,1,0,42,50,-2,0,H
13/04/2019,Roma,Udinese,11,7,5,4,1,0,58,28,0,0,H
13/04/2019,Spal,Juventus,8,4,3,3,2,1,24,76,3,1,H
14/04/2019,Chievo,Napoli,4,12,4,5,1,3,25,63,-4,2,A
14/04/2019,Fiorentina,Bologna,14,5,7,3,0,0,41,27,-2,2,D
14/04/2019,Frosinone,Inter,10,10,4,5,1,3,18,49,-1,2,A
14/04/2019,Sampdoria,Genoa,13,6,7,1,2,0,35,31,1,-2,H
14/04/2019,Sassuolo,Parma,16,3,8,1,0,0,32,21,-1,-3,D
14/04/2019,Torino,Cagliari,14,9,8,6,1,1,34,28,0,2,D
15/04/2019,Atalanta,Empoli,32,2,18,1,0,0,38,24,2,0,D
17/04/2019,Lazio,Udinese,15,9,7,4,2,0,50,28,0,0,H
20/04/2019,Bologna,Sampdoria,12,9,6,3,3,0,27,35,2,-1,H
20/04/2019,Cagliari,Frosinone,12,5,6,2,1,0,29,18,2,-1,H
20/04/2019,Empoli,Spal,11,9,6,7,2,4,23,25,-2,3,A
20/04/2019,Genoa,Torino,8,8,4,4,0,1,30,35,-4,2,A
20/04/2019,Inter,Roma,13,9,7,5,1,1,49,58,1,1,D
20/04/2019,Juventus,Fiorentina,9,9,5,6,2,1,76,41,3,-2,H
20/04/2019,Lazio,Chievo,16,8,8,6,1,2,50,25,-2,-3,A
20/04/2019,Parma,Milan,10,8,3,3,1,1,21,42,-2,-1,D
20/04/2019,Udinese,Sassuolo,10,6,5,2,1,1,28,32,-1,0,D
22/04/2019,Napoli,Atalanta,13,11,9,7,1,2,63,38,0,3,A
27/04/2019,Bologna,Empoli,17,4,7,3,3,1,28,23,2,-2,H
27/04/2019,Inter,Juventus,10,10,6,4,1,1,48,76,2,2,D
27/04/2019,Roma,Cagliari,15,4,11,1,3,0,58,29,3,0,H
28/04/2019,Chievo,Parma,6,6,2,2,1,1,25,20,-2,-1,D
28/04/2019,Frosinone,Napoli,13,19,4,13,0,2,18,63,-1,0,A
28/04/2019,Sampdoria,Lazio,7,10,5,5,1,2,34,50,-3,0,A
28/04/2019,Spal,Genoa,11,11,5,5,1,1,25,30,2,-3,D
28/04/2019,Torino,Milan,7,7,3,5,2,0,35,42,3,-1,H
29/04/2019,Atalanta,Udinese,13,4,8,2,2,0,38,28,3,-2,H
29/04/2019,Fiorentina,Sassuolo,7,9,4,5,0,1,40,32,-3,2,A
03/05/2019,Juventus,Torino,11,9,4,2,1,1,75,35,1,2,D
04/05/2019,Chievo,Spal,8,14,3,8,0,4,25,26,-2,2,A
04/05/2019,Udinese,Inter,3,11,3,4,0,0,27,48,-3,1,D
05/05/2019,Empoli,Fiorentina,6,20,4,11,1,0,24,40,-2,-4,H
05/05/2019,Genoa,Roma,13,11,6,5,1,1,30,58,-2,3,D
05/05/2019,Lazio,Atalanta,7,10,5,6,1,3,50,39,-1,3,A
05/05/2019,Napoli,Cagliari,17,4,8,2,2,1,63,28,2,0,H
05/05/2019,Parma,Sampdoria,9,14,6,10,3,3,20,34,0,-2,D
05/05/2019,Sassuolo,Frosinone,14,5,5,3,2,2,32,17,1,-2,D
06/05/2019,Milan,Bologna,13,14,5,7,2,1,42,28,0,2,H
11/05/2019,Atalanta,Genoa,8,13,4,3,2,1,39,30,4,-3,H
11/05/2019,Cagliari,Lazio,14,10,6,5,1,2,28,50,-2,1,A
11/05/2019,Fiorentina,Milan,8,10,3,5,0,1,40,43,-4,2,A
12/05/2019,Frosinone,Udinese,13,11,5,8,1,3,17,28,-4,-1,A
12/05/2019,Roma,Juventus,9,5,4,4,2,0,58,75,3,-1,H
12/05/2019,Sampdoria,Empoli,11,5,7,4,1,2,34,24,-2,0,A
12/05/2019,Spal,Napoli,10,17,5,8,1,2,25,63,2,3,A
12/05/2019,Torino,Sassuolo,17,7,11,3,3,2,35,32,3,0,H
13/05/2019,Bologna,Parma,15,3,10,1,4,1,28,20,2,-1,H
13/05/2019,Inter,Chievo,16,3,11,0,2,0,48,25,2,-2,H
18/05/2019,Genoa,Cagliari,16,4,9,3,1,1,30,28,-2,-2,D
18/05/2019,Sassuolo,Roma,9,17,3,6,0,0,32,58,0,2,D
18/05/2019,Udinese,Spal,10,12,4,5,3,2,28,25,1,0,H
19/05/2019,Chievo,Sampdoria,4,9,1,6,0,0,24,34,-1,-3,D
19/05/2019,Empoli,Torino,11,10,9,6,4,1,25,35,1,2,H
19/05/2019,Juventus,Atalanta,11,11,4,7,1,1,75,39,0,4,D
19/05/2019,Milan,Frosinone,9,6,3,2,2,0,43,17,2,-4,H
19/05/2019,Napoli,Inter,14,10,6,7,4,1,63,48,3,0,H
19/05/2019,Parma,Fiorentina,9,12,5,6,1,0,21,40,0,-5,H
20/05/2019,Lazio,Bologna,10,13,5,6,3,3,50,28,0,2,D
25/05/2019,Bologna,Napoli,10,15,5,8,3,2,28,63,2,3,H
25/05/2019,Frosinone,Chievo,10,2,5,2,0,0,17,24,-3,-2,D
26/05/2019,Atalanta,Sassuolo,13,4,5,3,3,1,39,32,4,-1,H
26/05/2019,Cagliari,Udinese,12,9,5,5,1,2,28,28,-4,2,A
26/05/2019,Fiorentina,Genoa,5,2,5,1,0,0,40,30,-4,-1,D
26/05/2019,Inter,Empoli,20,9,15,5,2,1,48,25,1,1,H
26/05/2019,Roma,Parma,16,9,8,5,2,1,58,21,3,-1,H
26/05/2019,Sampdoria,Juventus,10,6,3,1,2,0,34,74,-1,-2,H
26/05/2019,Spal,Milan,7,16,4,8,2,3,25,43,-2,3,A
26/05/2019,Torino,Lazio,9,9,7,4,3,1,35,50,2,0,H
